epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
44,11636.7,1.20154,0.84965,1.20167,0.76842,0.73168,0.78349,0.45547,1.30006,1.04199,1.19795,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875
45,11902.7,1.19917,0.84413,1.19722,0.77672,0.72835,0.78547,0.45952,1.29875,1.04852,1.19793,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
46,12169.1,1.18475,0.82658,1.18981,0.77628,0.71794,0.78404,0.45799,1.30043,1.07368,1.20139,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125
47,12437.3,1.17879,0.81499,1.18236,0.78412,0.72032,0.78566,0.45743,1.3021,1.06124,1.20019,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
48,12701,1.17514,0.81429,1.1812,0.77095,0.7339,0.78772,0.45748,1.31125,1.01007,1.2109,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375
49,12966.8,1.15701,0.79635,1.17282,0.77425,0.73376,0.78681,0.45646,1.30348,1.02547,1.20603,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
50,13238.2,1.159,0.79641,1.17411,0.77592,0.73468,0.78998,0.4595,1.29935,1.03477,1.20596,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625
51,13503.8,1.13829,0.78409,1.15913,0.77764,0.73424,0.78789,0.45958,1.29852,1.04672,1.20594,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
52,13774.1,1.13886,0.77798,1.16109,0.80298,0.71456,0.7913,0.46023,1.30135,1.04093,1.21144,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875
53,14044,1.13342,0.76257,1.15413,0.79424,0.71883,0.78851,0.46039,1.306,1.00751,1.21467,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
